,Unnamed: 0,State,StateFIPS,County Name,countyFIPS,Date,Total Cases,Incremental Cases,cases moving_avg,Total Deaths,Inc Deaths,death moving_avg,country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
343,1095199,AL,1,Statewide Unallocated,0,12/30/20,0,0,0,0,0,-0.142857143,,,,,,,,,,,,,,,
1080,1095200,AL,1,Autauga County ,1001,12/30/20,4164,59,39.28571429,48,1,0.285714286,US,United States,Alabama,Autauga County,,,1001,ChIJg9z7ewWPjogRA_8QrB0va7o,12/30/20,12,5,,,-39,11
1817,1095201,AL,1,Baldwin County ,1003,12/30/20,13392,220,153,160,4,1.285714286,US,United States,Alabama,Baldwin County,,,1003,ChIJMRERvxBnmogR0K_9O08dxDw,12/30/20,10,21,51,0,-36,6
2554,1095202,AL,1,Barbour County ,1005,12/30/20,1492,30,15.57142857,32,0,0,US,United States,Alabama,Barbour County,,,1005,ChIJtUJfgR1tjYgRAjFO7yq2nuI,12/30/20,22,,,,-31,
3291,1095203,AL,1,Bibb County ,1007,12/30/20,1817,25,19.14285714,46,4,0.571428571,US,United States,Alabama,Bibb County,,,1007,ChIJEdvIA8szj4gRU_XpIL_1cSw,12/30/20,,,,,-32,
4028,1095204,AL,1,Blount County ,1009,12/30/20,4584,49,31,63,5,0.857142857,US,United States,Alabama,Blount County,,,1009,ChIJdcUJhYeXiYgRERpotPlZFfs,12/30/20,3,4,,,-39,11
4765,1095205,AL,1,Bullock County ,1011,12/30/20,846,12,11.57142857,20,0,0,US,United States,Alabama,Bullock County,,,1011,ChIJcXKpowinjYgR2bm-CFekO9E,12/30/20,,,,,-32,
5502,1095206,AL,1,Butler County ,1013,12/30/20,1493,11,10,45,0,0,US,United States,Alabama,Butler County,,,1013,ChIJvwuytCw6jogR94Yjx8idafg,12/30/20,,-6,,,-37,
6239,1095207,AL,1,Calhoun County ,1015,12/30/20,9428,83,65.71428571,155,6,1.428571429,US,United States,Alabama,Calhoun County,,,1015,ChIJGyBy4YNNiogRE-jfYYjjehM,12/30/20,1,0,,,-41,10
6976,1095208,AL,1,Chambers County ,1017,12/30/20,2310,35,19.14285714,62,1,0.142857143,US,United States,Alabama,Chambers County,,,1017,ChIJ8wq7d0SgjIgR7dF0tFV4YxI,12/30/20,3,7,,,-42,11
7713,1095209,AL,1,Cherokee County ,1019,12/30/20,1403,10,10.57142857,22,-1,-0.142857143,US,United States,Alabama,Cherokee County,,,1019,ChIJW8evmPRiiogROnAqHB76oCA,12/30/20,,8,,,-30,10
8450,1095210,AL,1,Chilton County ,1021,12/30/20,2913,48,20,54,0,0.428571429,US,United States,Alabama,Chilton County,,,1021,ChIJS3kV4bHJjogROXThhEVi6WQ,12/30/20,13,11,,10,-39,8
9187,1095211,AL,1,Choctaw County ,1023,12/30/20,488,0,0.714285714,22,0,0,US,United States,Alabama,Choctaw County,,,1023,ChIJudf5RKvhhIgRL_9Xfo0IOS8,12/30/20,,,,,-25,
9924,1095212,AL,1,Clarke County ,1025,12/30/20,2357,25,18.85714286,25,0,0,US,United States,Alabama,Clarke County,,,1025,ChIJQZySLbnLmogRyygQkshn9-Q,12/30/20,11,5,,,-32,
10661,1095213,AL,1,Clay County ,1027,12/30/20,1131,15,6.857142857,34,0,0,US,United States,Alabama,Clay County,,,1027,ChIJ7SnMwYOTi4gRQ2Kp7tU2TTU,12/30/20,,,,,-32,
11398,1095214,AL,1,Cleburne County ,1029,12/30/20,1011,6,4.857142857,16,0,0,US,United States,Alabama,Cleburne County,,,1029,ChIJMbmDk2T_iogREnEFcAKu3co,12/30/20,,,,30,-31,
12135,1095215,AL,1,Coffee County ,1031,12/30/20,3536,61,32,38,0,0.285714286,US,United States,Alabama,Coffee County,,,1031,ChIJY8xZwLgTkogRzT0BJZXvy-A,12/30/20,8,14,,,-42,8
12872,1095216,AL,1,Colbert County ,1033,12/30/20,4573,73,41.85714286,60,1,0.285714286,US,United States,Alabama,Colbert County,,,1033,ChIJx9RdR4pDfYgRwXFUhyjJkjI,12/30/20,1,0,,-10,-33,8
13609,1095217,AL,1,Conecuh County ,1035,12/30/20,835,3,2.571428571,17,0,0.142857143,US,United States,Alabama,Conecuh County,,,1035,ChIJ-cexfRYwkIgRKRXsDVi20AM,12/30/20,,,,22,-25,
14346,1095218,AL,1,Coosa County ,1037,12/30/20,501,8,4.142857143,7,0,0.142857143,US,United States,Alabama,Coosa County,,,1037,ChIJO38NpV-qjogR_DGYR1a7hfg,12/30/20,,,,,-37,
15083,1095219,AL,1,Covington County ,1039,12/30/20,2868,12,12.85714286,38,0,0,US,United States,Alabama,Covington County,,,1039,ChIJL6eZvYO9kYgR8JpPeJgyi8I,12/30/20,11,10,,,-30,8
15820,1095220,AL,1,Crenshaw County ,1041,12/30/20,939,10,8.714285714,36,0,0,US,United States,Alabama,Crenshaw County,,,1041,ChIJazOdWMQHjogRss6g43wnKB0,12/30/20,,,,,-44,
16557,1095221,AL,1,Cullman County ,1043,12/30/20,6989,127,56.85714286,76,0,0.857142857,US,United States,Alabama,Cullman County,,,1043,ChIJ80bNgkhOiIgR2OiZAIYFOOI,12/30/20,-1,5,48,3,-38,10
17294,1095222,AL,1,Dale County ,1045,12/30/20,3283,53,25,63,0,0.285714286,US,United States,Alabama,Dale County,,,1045,ChIJdZZpSW99kogR5F9J6CBlYd0,12/30/20,-6,9,,5,-36,9
18031,1095223,AL,1,Dallas County ,1047,12/30/20,2744,18,13.57142857,39,0,0.142857143,US,United States,Alabama,Dallas County,,,1047,ChIJ9xTUS0kIj4gR5H8RrvN7U5A,12/30/20,-2,6,,,-36,7
18768,1095224,AL,1,DeKalb County ,1049,12/30/20,6812,31,29,59,0,0.571428571,US,United States,Alabama,DeKalb County,,,1049,ChIJxy4_RT7ZYYgR6zftJTvIIBU,12/30/20,10,8,,,-29,9
19505,1095225,AL,1,Elmore County ,1051,12/30/20,6321,134,78.28571429,82,1,0.285714286,US,United States,Alabama,Elmore County,,,1051,ChIJ6aOPm3OcjogRrQGwkMQLNAA,12/30/20,17,15,,,-40,10
20242,1095226,AL,1,Escambia County ,1053,12/30/20,2637,42,21.28571429,34,0,0,US,United States,Alabama,Escambia County,,,1053,ChIJzY1jedVekIgRMfynHUnNNPY,12/30/20,6,-2,,,-33,7
20979,1095227,AL,1,Etowah County ,1055,12/30/20,9937,111,83.14285714,90,0,-0.142857143,US,United States,Alabama,Etowah County,,,1055,ChIJATNm2KgQiogR8kdQnflzDDQ,12/30/20,9,6,,,-36,9
21716,1095228,AL,1,Fayette County ,1057,12/30/20,1416,10,11.85714286,19,0,0,US,United States,Alabama,Fayette County,,,1057,ChIJrWUdBMbAh4gRpBTF8Lnhl2A,12/30/20,,,,,-29,
22453,1095229,AL,1,Franklin County ,1059,12/30/20,3233,48,21.42857143,36,0,0,US,United States,Alabama,Franklin County,,,1059,ChIJx1BvLiP7h4gR2XnrF_6toLc,12/30/20,,8,,,-40,10
23190,1095230,AL,1,Geneva County ,1061,12/30/20,1648,26,14.85714286,18,0,0,US,United States,Alabama,Geneva County,,,1061,ChIJA1lA4f9CkogRQJ4ZtfB9S7Q,12/30/20,,2,,,-33,7
23927,1095231,AL,1,Greene County ,1063,12/30/20,662,12,8.285714286,20,0,0,US,United States,Alabama,Greene County,,,1063,ChIJB6-ELJvIhYgR5dROx5dmh3I,12/30/20,,,,-72,-38,
24664,1095232,AL,1,Hale County ,1065,12/30/20,1437,27,15.57142857,33,0,0,US,United States,Alabama,Hale County,,,1065,ChIJSxtmelHzhYgRBcDVwPeW7Y0,12/30/20,,,,,-35,
25401,1095233,AL,1,Henry County ,1067,12/30/20,1222,29,13.14285714,8,0,0,US,United States,Alabama,Henry County,,,1067,ChIJAQQDmdWEkogRVy_0qKujBUI,12/30/20,,,,,-32,
26138,1095234,AL,1,Houston County ,1069,12/30/20,7157,122,60.42857143,63,0,0.857142857,US,United States,Alabama,Houston County,,,1069,ChIJxctXypKIkogR-g9j2PSoOBw,12/30/20,9,6,,-1,-29,7
26875,1095235,AL,1,Jackson County ,1071,12/30/20,5028,69,34.42857143,34,0,0,US,United States,Alabama,Jackson County,,,1071,ChIJoVwm-RjqYYgRsdNo4UCkfeI,12/30/20,8,7,,,-34,9
27612,1095236,AL,1,Jefferson County ,1073,12/30/20,51676,990,560.2857143,694,5,9.142857143,US,United States,Alabama,Jefferson County,,,1073,ChIJI3NHUAHeiIgRjEYySwpu1Zg,12/30/20,-8,2,-18,-25,-41,11
28349,1095237,AL,1,Lamar County ,1075,12/30/20,1037,12,7.285714286,15,0,0,US,United States,Alabama,Lamar County,,,1075,ChIJsW6IsdGsh4gRB47NLHyT1b4,12/30/20,,,,,-37,
29086,1095238,AL,1,Lauderdale County ,1077,12/30/20,6371,141,73.14285714,69,1,0.142857143,US,United States,Alabama,Lauderdale County,,,1077,ChIJF6ndq7w3fYgR9E3GhltzBZE,12/30/20,22,22,,,-29,9
29823,1095239,AL,1,Lawrence County ,1079,12/30/20,2005,27,20.85714286,42,0,0.142857143,US,United States,Alabama,Lawrence County,,,1079,ChIJ5-nPAWihYogRqk5W1HBMkXA,12/30/20,,,,,-33,11
30560,1095240,AL,1,Lee County ,1081,12/30/20,10159,112,78.57142857,75,1,0.142857143,US,United States,Alabama,Lee County,,,1081,ChIJ52OyZFxYjIgRKmFPDzRWuFk,12/30/20,-3,22,,,-42,12
31297,1095241,AL,1,Limestone County ,1083,12/30/20,6724,96,65.14285714,56,1,0.285714286,US,United States,Alabama,Limestone County,,,1083,ChIJdaslZmNhYogRJltxufJfYmA,12/30/20,10,6,36,,-42,14
32034,1095242,AL,1,Lowndes County ,1085,12/30/20,936,6,3.714285714,32,0,0,US,United States,Alabama,Lowndes County,,,1085,ChIJbwCwdcxdjogRoLZlaxo7X14,12/30/20,,,,5,-38,
32771,1095243,AL,1,Macon County ,1087,12/30/20,989,8,7.428571429,30,0,0.142857143,US,United States,Alabama,Macon County,,,1087,ChIJMaX_VbNVjIgRP0NEpma8y8w,12/30/20,,,,-4,-40,
33508,1095244,AL,1,Madison County ,1089,12/30/20,21884,263,232.8571429,178,0,0,US,United States,Alabama,Madison County,,,1089,ChIJD42VzuAUYogRzlLGpknYs44,12/30/20,-6,8,16,-14,-48,14
34245,1095245,AL,1,Marengo County ,1091,12/30/20,1776,11,13,26,0,0,US,United States,Alabama,Marengo County,,,1091,ChIJS2WYEO11hYgR3lA_VhrYavM,12/30/20,,,,,-25,
34982,1095246,AL,1,Marion County ,1093,12/30/20,2049,30,16.57142857,43,0,0,US,United States,Alabama,Marion County,,,1093,ChIJE7W8GHrdh4gRnkiMvyBu85Y,12/30/20,,,,,-43,13
35719,1095247,AL,1,Marshall County ,1095,12/30/20,8996,81,49,84,0,0.571428571,US,United States,Alabama,Marshall County,,,1095,ChIJcxIcvTAAiogRu8l5JunPtSs,12/30/20,6,5,14,,-33,9
36456,1095248,AL,1,Mobile County ,1097,12/30/20,25635,282,233.2857143,494,3,3.714285714,US,United States,Alabama,Mobile County,,,1097,ChIJK6FDUmGym4gRO0XgJVIpkUY,12/30/20,0,2,2,-22,-35,9
37193,1095249,AL,1,Monroe County ,1099,12/30/20,1195,40,15.57142857,11,0,0,US,United States,Alabama,Monroe County,,,1099,ChIJCQvCHRohkIgRs3ZdtiYokfg,12/30/20,,,,,-28,
37930,1095250,AL,1,Montgomery County ,1101,12/30/20,15986,190,120.1428571,273,2,0.428571429,US,United States,Alabama,Montgomery County,,,1101,ChIJ-YHUsJSBjogRwWSetWNBBsQ,12/30/20,0,0,-17,-29,-41,11
38667,1095251,AL,1,Morgan County ,1103,12/30/20,10482,148,95,87,0,0.571428571,US,United States,Alabama,Morgan County,,,1103,ChIJSfZjE7ooiIgRfGKcLi3wy24,12/30/20,5,10,-11,-10,-34,10
39404,1095252,AL,1,Perry County ,1105,12/30/20,853,11,6.428571429,9,0,0,US,United States,Alabama,Perry County,,,1105,ChIJXwPkJ9Fuj4gRE6mFCNBDUTA,12/30/20,,,,,-45,
40141,1095253,AL,1,Pickens County ,1107,12/30/20,1720,27,15.14285714,26,0,0,US,United States,Alabama,Pickens County,,,1107,ChIJwfbgMF1lhogRp3yT3z9v17g,12/30/20,,,,,-37,
40878,1095254,AL,1,Pike County ,1109,12/30/20,1990,49,18,23,0,0,US,United States,Alabama,Pike County,,,1109,ChIJo1VtB2aPjYgRJdXJgNo6f0s,12/30/20,4,8,,,-40,8
41615,1095255,AL,1,Randolph County ,1111,12/30/20,1235,7,5.571428571,30,0,0,US,United States,Alabama,Randolph County,,,1111,ChIJpR9fanFxi4gRXTBYhiqTREM,12/30/20,,,,,-31,
42352,1095256,AL,1,Russell County ,1113,12/30/20,2775,47,20.85714286,6,0,0,US,United States,Alabama,Russell County,,,1113,ChIJ87jB5LPfjIgRp8-2hTWWOvI,12/30/20,4,9,,,-39,10
43089,1095257,AL,1,St. Clair County ,1115,12/30/20,6416,65,57.28571429,72,1,0.428571429,US,United States,Alabama,St. Clair County,,,1115,ChIJoYfspOpyiYgRp3p1wsSvlSo,12/30/20,8,4,,12,-42,11
43826,1095258,AL,1,Shelby County ,1117,12/30/20,15501,197,156.2857143,103,0,0.285714286,US,United States,Alabama,Shelby County,,,1117,ChIJIw3ADV7jiIgRP6sugMWjQVM,12/30/20,-1,-2,37,,-46,14
44563,1095259,AL,1,Sumter County ,1119,12/30/20,834,9,5.142857143,24,0,0,US,United States,Alabama,Sumter County,,,1119,ChIJBaj-z6azhYgReMa-IhlPLB4,12/30/20,,,,,-45,
45300,1095260,AL,1,Talladega County ,1121,12/30/20,5111,58,41.85714286,74,0,0.285714286,US,United States,Alabama,Talladega County,,,1121,ChIJcbiXho1EiYgRZvIqb_vG6Wg,12/30/20,3,11,-27,-8,-41,10
46037,1095261,AL,1,Tallapoosa County ,1123,12/30/20,2354,25,17.57142857,98,0,0.142857143,US,United States,Alabama,Tallapoosa County,,,1123,ChIJ0cO6TY0SjIgRXJQOsRghdwk,12/30/20,9,21,,,-36,10
46774,1095262,AL,1,Tuscaloosa County ,1125,12/30/20,18341,255,151.7142857,216,0,0.571428571,US,United States,Alabama,Tuscaloosa County,,,1125,ChIJjdSpZDmmiIgRDAgZKOVU9-k,12/30/20,-12,4,,-13,-44,12
47511,1095263,AL,1,Walker County ,1127,12/30/20,5185,116,43.28571429,137,1,0.714285714,US,United States,Alabama,Walker County,,,1127,ChIJRw-ktuNuiIgRQxFsc0hfgNw,12/30/20,3,15,,7,-30,9
48248,1095264,AL,1,Washington County ,1129,12/30/20,1176,11,7.285714286,24,0,0,US,United States,Alabama,Washington County,,,1129,ChIJv80muBoom4gRBR6CIjX5v_Y,12/30/20,,,,,-30,
48985,1095265,AL,1,Wilcox County ,1131,12/30/20,870,14,5.428571429,19,0,0,US,United States,Alabama,Wilcox County,,,1131,ChIJcVgSd5e_j4gR_y7gQAPE6Hs,12/30/20,,,,,-39,
49722,1095266,AL,1,Winston County ,1133,12/30/20,1952,34,19.42857143,30,0,0.428571429,US,United States,Alabama,Winston County,,,1133,ChIJiS7o5xoMiIgR87QJwv9ayJ8,12/30/20,,,,,-41,
50459,1095522,DE,10,Statewide Unallocated,0,12/30/20,133,-2,1.714285714,0,0,0,,,,,,,,,,,,,,,
51196,1095523,DE,10,Kent County ,10001,12/30/20,9019,80,111.5714286,165,7,1.142857143,US,United States,Delaware,Kent County,,,10001,ChIJ04r5Mk5hx4kRANs7LoMEe3U,12/30/20,1,2,0,,-35,12
51933,1095524,DE,10,New Castle County ,10003,12/30/20,32686,260,383.1428571,460,11,3.142857143,US,United States,Delaware,New Castle County,,,10003,ChIJh7_kg3Ybx4kR6L5mDoWESqw,12/30/20,-7,-1,-13,-35,-47,15
52670,1095525,DE,10,Sussex County ,10005,12/30/20,14758,69,134.2857143,296,5,1,US,United States,Delaware,Sussex County,,,10005,ChIJaWUVnA-PuIkRzxJPFm9RUIg,12/30/20,11,18,56,-25,-27,9
53407,1095526,DC,11,Statewide Unallocated,0,12/30/20,0,0,0,0,0,0,,,,,,,,,,,,,,,
54144,1095527,DC,11,District of Columbia ,11001,12/30/20,28758,223,218.8571429,780,5,4.142857143,,,,,,,,,,,,,,,
54881,1095528,FL,12,Statewide Unallocated,0,12/30/20,3062,-20,5.571428571,0,0,0,,,,,,,,,,,,,,,
55618,1095529,FL,12,Alachua County ,12001,12/30/20,15674,100,85.71428571,128,0,1.714285714,US,United States,Florida,Alachua County,,,12001,ChIJackTQW6i6IgRfhtwPpmP_N4,12/30/20,-16,-4,-16,-32,-43,12
56355,1095530,FL,12,Baker County ,12003,12/30/20,2453,21,14.28571429,36,0,0,US,United States,Florida,Baker County,,,12003,ChIJGd4S2yln74gRkECwSZYvrB8,12/30/20,23,,,,-37,7
57092,1095531,FL,12,Bay County ,12005,12/30/20,11753,213,110.7142857,205,2,1.285714286,US,United States,Florida,Bay County,,,12005,ChIJh98c1IWck4gRDyqJy1D_miU,12/30/20,6,8,44,-19,-30,7
57829,1095532,FL,12,Bradford County ,12007,12/30/20,2163,26,19.42857143,23,0,0.142857143,US,United States,Florida,Bradford County,,,12007,ChIJTeIXRrz95YgRF704pXGzURE,12/30/20,5,10,,,-35,8
58566,1095533,FL,12,Brevard County ,12009,12/30/20,20778,256,177.5714286,515,2,2.285714286,US,United States,Florida,Brevard County,,,12009,ChIJbXb9O7z93YgRkWvSibvwmzI,12/30/20,-2,2,-1,-13,-43,10
59303,1095534,FL,12,Broward County ,12011,12/30/20,136038,1456,877.2857143,1840,10,6.285714286,US,United States,Florida,Broward County,,,12011,ChIJFUaCG35_2YgRFNYLv44fMaA,12/30/20,-14,-4,-29,-33,-42,13
60040,1095535,FL,12,Calhoun County ,12013,12/30/20,1208,25,15.14285714,28,0,0.285714286,US,United States,Florida,Calhoun County,,,12013,ChIJ_5SOctEUk4gRqfDjBFOj_S8,12/30/20,,,,,-24,
60777,1095536,FL,12,Charlotte County ,12015,12/30/20,7282,90,77.14285714,231,0,2,US,United States,Florida,Charlotte County,,,12015,ChIJ5wqKc4dY24gRmeFqag0029I,12/30/20,-4,7,-13,3,-35,6
61514,1095537,FL,12,Citrus County ,12017,12/30/20,6567,59,55.85714286,261,1,3.142857143,US,United States,Florida,Citrus County,,,12017,ChIJfVwIG9UM6IgRgkKDcCpQRbk,12/30/20,6,3,44,,-25,6
62251,1095538,FL,12,Clay County ,12019,12/30/20,11114,123,117.8571429,184,0,0.142857143,US,United States,Florida,Clay County,,,12019,ChIJwRfmWjoP5ogRABDrfgS0MSc,12/30/20,1,-1,0,,-40,11
62988,1095539,FL,12,Collier County ,12021,12/30/20,22267,135,150.5714286,333,2,1.571428571,US,United States,Florida,Collier County,,,12021,ChIJobBYdXKs24gRmut-Oyvi-mw,12/30/20,-5,-1,-10,-23,-38,7
63725,1095540,FL,12,Columbia County ,12023,12/30/20,5922,45,45.71428571,117,0,0.285714286,US,United States,Florida,Columbia County,,,12023,ChIJe5s0tool74gRqIRd0q8jiHU,12/30/20,6,13,,19,-26,8
64462,1095541,FL,12,DeSoto County ,12027,12/30/20,2883,25,13.14285714,55,0,0.571428571,US,United States,Florida,DeSoto County,,,12027,ChIJTzXJ8vi93IgRv-olrJIBS5M,12/30/20,-7,1,-17,,-34,8
65199,1095542,FL,12,Dixie County ,12029,12/30/20,1099,5,5.142857143,11,0,0,US,United States,Florida,Dixie County,,,12029,ChIJA2zQ9mNB6YgRUpYPBe2GbpI,12/30/20,,,,,-22,
65936,1095543,FL,12,Duval County ,12031,12/30/20,60324,809,585,725,1,2,US,United States,Florida,Duval County,,,12031,ChIJi2OkTHOZ5YgRAx47esLB8vs,12/30/20,-5,2,-15,-22,-42,12
66673,1095544,FL,12,Escambia County ,12033,12/30/20,22008,365,181.5714286,372,5,2.857142857,US,United States,Florida,Escambia County,,,12033,ChIJseTBcm1lkIgRNUELOhQhLts,12/30/20,1,7,18,-21,-37,8
67410,1095545,FL,12,Flagler County ,12035,12/30/20,3637,27,37,48,0,0.142857143,US,United States,Florida,Flagler County,,,12035,ChIJ_1RVZTjt5ogRva_K8GwyO2U,12/30/20,-1,13,11,,-34,8
68147,1095546,FL,12,Franklin County ,12037,12/30/20,892,10,4.571428571,4,0,0,US,United States,Florida,Franklin County,,,12037,ChIJP-lGaEhW64gRPXs_qZELjME,12/30/20,,,,,-28,
68884,1095547,FL,12,Gadsden County ,12039,12/30/20,3915,34,26.42857143,59,0,0,US,United States,Florida,Gadsden County,,,12039,ChIJ9ZzF0Q7C7IgRpibXdrVNPtM,12/30/20,8,3,,6,-37,11
69621,1095548,FL,12,Gilchrist County ,12041,12/30/20,994,1,6.142857143,23,0,0.428571429,US,United States,Florida,Gilchrist County,,,12041,ChIJ72sWtiEg6YgR14_EOL-cwIc,12/30/20,,,,,-35,
70358,1095549,FL,12,Glades County ,12043,12/30/20,769,5,2.714285714,11,0,0,US,United States,Florida,Glades County,,,12043,ChIJpUP3Sfs93IgRW_uBhDIjAOg,12/30/20,,,-51,1,-34,
71095,1095550,FL,12,Gulf County ,12045,12/30/20,1317,17,12.14285714,27,0,0,US,United States,Florida,Gulf County,,,12045,ChIJ45m-JEtgk4gRhYy6hxni0cg,12/30/20,,23,,,-30,
71832,1095551,FL,12,Hamilton County ,12047,12/30/20,1236,6,11.85714286,15,3,0.428571429,US,United States,Florida,Hamilton County,,,12047,ChIJi8W08dFE74gRPW2hefO7n7M,12/30/20,,,,46,-28,
72569,1095552,FL,12,Hardee County ,12049,12/30/20,2084,14,10.57142857,20,0,0,US,United States,Florida,Hardee County,,,12049,ChIJEewZJFLD3IgR7MDdgOV_dsw,12/30/20,2,2,-6,,-34,7
73306,1095553,FL,12,Hendry County ,12051,12/30/20,3274,19,20.85714286,49,0,0.142857143,US,United States,Florida,Hendry County,,,12051,ChIJc0HRaC_l24gRPNP7XzXH24A,12/30/20,-4,-7,-48,,-40,9
74043,1095554,FL,12,Hernando County ,12053,12/30/20,7230,91,66.85714286,275,-1,1.714285714,US,United States,Florida,Hernando County,,,12053,ChIJYW9IKOH754gR_4iRE0VRW9o,12/30/20,3,7,-2,,-34,8
74780,1095555,FL,12,Highlands County ,12055,12/30/20,4918,55,33.14285714,202,1,0.571428571,US,United States,Florida,Highlands County,,,12055,ChIJdQYWJcda3IgRrSEaqxjStTM,12/30/20,-13,4,-18,,-35,6
75517,1095556,FL,12,Hillsborough County ,12057,12/30/20,76221,674,609.1428571,1068,4,3.142857143,US,United States,Florida,Hillsborough County,,,12057,ChIJlY4KVxI13YgRDPMa3yohOts,12/30/20,-6,-6,2,-25,-44,12
76254,1095557,FL,12,Holmes County ,12059,12/30/20,1628,13,15.71428571,25,1,0.428571429,US,United States,Florida,Holmes County,,,12059,ChIJHbV_dTK3k4gR2mrWL_AIRMQ,12/30/20,,,,,-31,
76991,1095558,FL,12,Indian River County ,12061,12/30/20,6757,152,84.85714286,158,2,0.428571429,US,United States,Florida,Indian River County,,,12061,ChIJkfXeA2dk3ogR5H4ds095lLU,12/30/20,-13,-6,-19,-19,-34,8
77728,1095559,FL,12,Jackson County ,12063,12/30/20,4596,40,29.28571429,118,1,1,US,United States,Florida,Jackson County,,,12063,ChIJGWTSWiAak4gRQPoM1WXww-s,12/30/20,13,1,,5,-30,7
78465,1095560,FL,12,Jefferson County ,12065,12/30/20,981,10,10.85714286,16,0,0,US,United States,Florida,Jefferson County,,,12065,ChIJN09z7uJs7IgRlBPNx4hndVg,12/30/20,,,,,-39,
79202,1095561,FL,12,Lafayette County ,12067,12/30/20,1418,0,1.428571429,22,0,0.285714286,US,United States,Florida,Lafayette County,,,12067,ChIJgcketiYz6YgR5oQe9Dio1l4,12/30/20,,,,,-42,
79939,1095562,FL,12,Lake County ,12069,12/30/20,15201,203,162.7142857,295,1,1.285714286,US,United States,Florida,Lake County,,,12069,ChIJA8J8CSaM54gRMs9XFunb7ng,12/30/20,-2,-1,2,-24,-37,9
80676,1095563,FL,12,Lee County ,12071,12/30/20,40169,490,322.8571429,673,20,4,US,United States,Florida,Lee County,,,12071,ChIJ47t3hVRu24gRQF8fhs0Ftik,12/30/20,-8,-4,-13,-24,-37,7
81413,1095564,FL,12,Leon County ,12073,12/30/20,19291,275,160.8571429,173,0,0.285714286,US,United States,Florida,Leon County,,,12073,ChIJU0sSh1GK7IgRd8C1aGi7b8g,12/30/20,-14,-6,-1,-30,-49,14
82150,1095565,FL,12,Levy County ,12075,12/30/20,1815,15,13,19,0,0,US,United States,Florida,Levy County,,,12075,ChIJ7908BbD26IgRFinrUKJ6BFA,12/30/20,27,12,,,-32,9
82887,1095566,FL,12,Liberty County ,12077,12/30/20,741,20,7,14,0,0,US,United States,Florida,Liberty County,,,12077,ChIJk8MU9fmu7IgRFbOO4hfqNwQ,12/30/20,,,,,-43,
83624,1095567,FL,12,Madison County ,12079,12/30/20,1532,10,7,33,0,0,US,United States,Florida,Madison County,,,12079,ChIJXdNH1SMD7IgRpy7AgOTZCGk,12/30/20,,,,32,-28,
84361,1095568,FL,12,Manatee County ,12081,12/30/20,21980,269,165.4285714,422,7,2.142857143,US,United States,Florida,Manatee County,,,12081,ChIJO3wisEEuw4gRJkeIhpCVu-Q,12/30/20,-9,0,0,2,-35,8
85098,1095569,FL,12,Marion County ,12083,12/30/20,17451,152,145,462,4,3.142857143,US,United States,Florida,Marion County,,,12083,ChIJaQaVRVXQ54gRCht5zsSwoNI,12/30/20,4,3,24,32,-33,8
85835,1095570,FL,12,Martin County ,12085,12/30/20,7760,76,45.71428571,209,0,1.285714286,US,United States,Florida,Martin County,,,12085,ChIJ-V-yPH7H3ogRstggZi-Szls,12/30/20,-5,-2,-6,1,-42,9
86572,1095571,FL,12,Miami-Dade County ,12086,12/30/20,295936,2748,2136.285714,4169,5,10.42857143,US,United States,Florida,Miami-Dade County,,,12086,ChIJORjpTQWL2YgRi2OVgXQeaUk,12/30/20,-12,0,-42,-38,-42,12
87309,1095572,FL,12,Monroe County ,12087,12/30/20,4197,15,16.28571429,35,0,0.285714286,US,United States,Florida,Monroe County,,,12087,ChIJmxojnNyG2ogRIGAhTf-Tm3I,12/30/20,-3,3,-3,-17,-31,6
88046,1095573,FL,12,Nassau County ,12089,12/30/20,4665,57,56.14285714,66,0,0.142857143,US,United States,Florida,Nassau County,,,12089,ChIJqbrwpti85YgRwPnj3RzwMuE,12/30/20,4,14,19,28,-35,9
88783,1095574,FL,12,Okaloosa County ,12091,12/30/20,12663,183,100.2857143,226,2,1.571428571,US,United States,Florida,Okaloosa County,,,12091,ChIJ3dz0mGtskYgRHAGiUBwb5GI,12/30/20,8,4,98,-3,-34,8
89520,1095575,FL,12,Okeechobee County ,12093,12/30/20,2387,21,12.71428571,51,0,0.142857143,US,United States,Florida,Okeechobee County,,,12093,ChIJTwto7i8h3IgRwUNzWnROsEU,12/30/20,2,1,-15,32,-36,7
90257,1095576,FL,12,Orange County ,12095,12/30/20,75317,1044,643.2857143,749,16,3.285714286,,,,,,,,,,,,,,,
90994,1095577,FL,12,Osceola County ,12097,12/30/20,24996,312,195.7142857,288,0,1,US,United States,Florida,Osceola County,,,12097,ChIJpdRpwtGX3YgRX3_mBdXs8Y0,12/30/20,3,6,-12,-15,-39,10
91731,1095578,FL,12,Palm Beach County ,12099,12/30/20,81899,509,530.2857143,1881,8,5.571428571,US,United States,Florida,Palm Beach County,,,12099,ChIJ89agzq663ogRA5AghqgXmok,12/30/20,-12,-3,-25,-32,-38,11
